symbol,industry,in_our_universe
RAMCOCEM,Cement & Cement Products Companies,1
RAMCOIND,Other Construction Materials Companies,1
RAMCOSYS,Software Products Companies,1
RAMKY,Civil Construction Companies,1
RAMRAT,Other Electrical Equipment Companies,1
RANASUG,Sugar Companies,1
RANEHOLDIN,Holding Company Companies,1
RATEGAIN,Computers - Software & Consulting Companies,1
RATNAMANI,Iron & Steel Products Companies,1
RATNAVEER,Iron & Steel Companies,1
RAYMOND,Textiles Companies,1
RAYMONDLSL,Other Textile Products Companies,1
RAYMONDREL,Real Estate Companies,1
RBA,Restaurants Companies,1
RBLBANK,Private Sector Bank Companies,1
RBS,Edible Oil Companies,0
RBZJEWEL,"Diamond, Gems and Jewellery Companies",1
RCDL,Edible Oil Companies,0
RCF,Fertilizers Companies,1
RCOM,Telecom - Cellular & Fixed line services Companies,0
RECLTD,Financial Institution Companies,1
REDINGTON,Trading & Distributors Companies,1
REDTAPE,Footwear Companies,1
REFEX,Industrial Gases Companies,1
REFRACTORY,Electrodes & Refractories Companies,0
REGAAL,Other Agricultural Products Companies,0
REGENCERAM,Ceramics Companies,1
RELAXO,Footwear Companies,1
RELCHEMQ,Textiles Companies,1
RELIABLE,Other Financial Services Companies,1
RELIANCE,Refineries & Marketing Companies,1
RELIGARE,Investment Company Companies,1
RELINFRA,Integrated Power Utilities Companies,0
RELTD,Other Electrical Equipment Companies,1
REMSONSIND,Auto Components & Equipments Companies,1
RENUKA,Sugar Companies,1
REPCOHOME,Housing Finance Company Companies,1
REPL,IT Consulting & Software Companies,0
REPRO,Printing & Publication Companies,1
RESPONIND,"Furniture, Home Furnishing Companies",1
RETAIL,Diversified Retail Companies,1
REXPIPES,Plastic Products - Industrial Companies,0
REXPRO,"Furniture, Home Furnishing Companies",0
RGL,"Gems, Jewellery And Watches Companies",1
RHETAN,Iron & Steel Companies,1
RHFL,Housing Finance Company Companies,0
RHIM,Electrodes & Refractories Companies,1
RHL,Hotels & Resorts Companies,1
RICHA,Computers Hardware & Equipments Companies,0
RICOAUTO,Auto Components & Equipments Companies,1
RIIL,Logistics Solution Provider Companies,1
RIIT,"Road AssetsToll, Annuity, Hybrid-Annuity Companies",0
RIR,Electronic Manufacturing Services,1
RISHABH,Other Electrical Equipment Companies,1
RITCO,Logistics Solution Provider Companies,1
RITES,Civil Construction Companies,1
RKDL,Breweries & Distilleries Companies,1
RKEC,Civil Construction Companies,1
RKFORGE,Auto Components & Equipments Companies,1
RKSWAMY,Advertising & Media Agencies Companies,1
RMC,Heavy Electrical Equipment Companies,1
RMDRIP,Plastic Products - Industrial Companies,1
RML,Auto Components & Equipments Companies,1
RNBDENIMS,Other Textile Products Companies,1
RNFI,Other Financial Services Companies,0
ROADSTAR,"Road AssetsToll, Annuity, Hybrid-Annuity Companies",0
ROHLTD,Hotels & Resorts Companies,1
ROLEXRINGS,Industrial Machinery Companies,1
ROLLT,Packaging Companies,0
ROML,Edible Oil Companies,1
ROSSARI,Diversified Companies,1
ROSSELLIND,Tea & Coffee Companies,1
ROSSTECH,Aerospace & Defense Companies,1
ROTO,"Compressors, Pumps & Diesel Engines Companies",1
ROUTE,Other Telecom Services Companies,1
ROYALARC,Electrodes & Refractories Companies,0
RPEL,Electrodes & Refractories Companies,1
RPGLIFE,Pharmaceuticals Companies,1
RPOWER,Power Generation Companies,1
RPPINFRA,Civil Construction Companies,1
RPPL,Packaging Companies,1
RPSGVENT,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO) Companies,1
RPTECH,Computers Hardware & Equipments Companies,1
RRKABEL,Cables - Electricals Companies,1
RRP,Electronic Manufacturing Services,0
RSL,Iron & Steel Companies,1
RSSOFTWARE,IT Software Products Companies,0
RSWM,Textiles Companies,0
RSYSTEMS,IT Enabled Services Companies,1
RTL,Telecom - Infrastructure Companies,0
RTNINDIA,E-Retail/ E-Commerce Companies,1
RTNPOWER,Power Generation Companies,1
RUBFILA,Rubber Companies,1
RUBICON,Pharmaceuticals Companies,1
RUBYMILLS,Textiles Companies,0
RUCHINFRA,Logistics Companies,1
RUCHIRA,Paper & Paper Products Companies,1
RUDRA,Iron & Steel Companies,0
RUPA,Garments & Apparels Companies,1
RUSHIL,Plywood Boards/ Laminates Companies,1
RUSTOMJEE,"Residential, Commercial Projects Companies",1
RVHL,Real Estate Companies,1
RVNL,Civil Construction Companies,1
RVTH,Industrial Machinery Companies,1
S&SPOWER,Heavy Electrical Equipment Companies,1
SAATVIKGL,Other Electrical Equipment Companies,1
SABEVENTS,Electronic Media Companies,1
SADBHAV,Civil Construction Companies,1
SADBHIN,Real Estate Companies,0
SADHAV,Shipping Companies,0
SADHNANIQ,Commodity Chemicals Companies,0
SAFARI,Plastic Products - Consumer Companies,1
SAFEENTP,"Furniture, Home Furnishing Companies",0
SAGARDEEP,"Aluminium, Copper & Zinc Products Companies",1
SAGCEM,Cement & Cement Products Companies,1
SAGILITY,IT Enabled Services Companies,1
SAHASRA,Other Industrial Products Companies,0
SAHYADRI,Other Construction Materials Companies,1
SAIL,Iron & Steel Companies,1
SAILIFE,Pharmaceuticals Companies,1
SAIPARENT,Pharmaceuticals Companies,1
SAKAR,Pharmaceuticals Companies,1
SAKHTISUG,Sugar Companies,1
SAKSOFT,IT Consulting & Software Companies,1
SAKUMA,Trading & Distributors Companies,0
SALASAR,Industrial Machinery Companies,1
SALONA,Textiles Companies,1
SALSTEEL,Sponge Iron Companies,0
SALZERELEC,Other Electrical Equipment Companies,1
SAMBHAAV,Electronic Media Companies,1
SAMBHV,Iron & Steel Products Companies,1
SAMHI,Hotels & Resorts Companies,1
SAMMAANCAP,Housing Finance Company Companies,1
SAMPANN,Rubber Companies,1
SANATHAN,Other Textile Products Companies,1
SANCO,Other Construction Materials Companies,0
SANDESH,Print Media Companies,1
SANDHAR,Auto Tyres & Rubber Products Companies,1
SANDUMA,Coal Companies,1
SANGAMIND,Other Textile Products Companies,1
SANGHIIND,Cement & Cement Products Companies,0
SANGHVIMOV,Diversified Commercial Services Companies,1
SANGINITA,Paints/Varnish Companies,0
SANOFI,Pharmaceuticals Companies,1
SANOFICONR,Pharmaceuticals Companies,1
SANSERA,Auto Components & Equipments Companies,1
SANSTAR,Other Agricultural Products Companies,1
SANWARIA,Edible Oil Companies,0
SAPL,Auto Components & Equipments Companies,0
SAPPHIRE,Restaurants Companies,1
SARDAEN,Iron & Steel Companies,1
SAREGAMA,Media & Entertainment Companies,1
SARLAPOLY,Textiles Companies,1
SARTELE,Telecom - Infrastructure Companies,0
SARVESHWAR,Other Agricultural Products Companies,0
SASKEN,IT Enabled Services Companies,1
SASTASUNDR,Healthcare Service Provider Companies,0
SATIA,Paper & Paper Products Companies,1
SATIN,Microfinance Institutions Companies,1
SATTVAENGG,Water Supply & Management Companies,0
SAURASHCEM,Cement & Cement Products Companies,1
SAWALIYA,Other Agricultural Products Companies,0
SBC,Garments & Apparels Companies,1
SBCL,Iron & Steel Products Companies,1
SBFC,Non Banking Financial Company (NBFC) Companies,1
SBGLP,Real Estate Companies,1
SBICARD,Non Banking Financial Company (NBFC) Companies,1
SBILIFE,Life Insurance Companies,1
SBIN,Public Sector Bank Companies,1
SCHAEFFLER,Auto Components & Equipments Companies,1
SCHAND,Printing & Publication Companies,1
SCHNEIDER,Heavy Electrical Equipment Companies,1
SCI,Shipping Companies,1
SCILAL,Investment Company Companies,1
SCML,Castings & Forgings Companies,0
SCODATUBES,Iron & Steel Companies,1
SCPL,Dairy Products Companies,1
SDBL,Breweries & Distilleries Companies,1
SEAMECLTD,Shipping Companies,1
SECMARK,IT Consulting & Software Companies,1
SECURKLOUD,IT Consulting & Software Companies,1
SEDEMAC,Auto Components & Equipments Companies,1
SEIL,Education Companies,1
SEITINVIT,Power Generation Companies,0
SEJALLTD,Glass - Industrial Companies,0
SELMC,Textiles Companies,1
SEMAC,Industrial Machinery Companies,0
SENCO,"Gems, Jewellery And Watches Companies",1
SENORES,Pharmaceuticals Companies,1
SEPC,Civil Construction Companies,1
SERVOTECH,Other Electrical Equipment Companies,1
SESHAPAPER,Paper & Paper Products Companies,1
SETCO,Auto Components & Equipments Companies,0
SETL,Industrial Products Companies,1
SETUINFRA,Civil Construction Companies,0
SEYAIND,Speciality Chemical Companies,0
SFL,"Furniture, Home Furnishing Companies",1
SGFIN,Other Financial Services Companies,1
SGIL,Castings & Forgings Companies,1
SGL,Textiles Companies,1
SGMART,Trading - Metals Companies,1
SHADOWFAX,Logistics Solution Provider Companies,1
SHAH,Iron & Steel Companies,1
SHAHALLOYS,Iron & Steel Companies,1
SHAILY,Plastic Products - Industrial Companies,1
SHAKTIPUMP,"Compressors, Pumps & Diesel Engines Companies",1
SHALBY,Hospital Companies,1
SHALPAINTS,Paints Companies,1
SHANKARA,Speciality Retail Companies,1
SHANTHALA,Cigarettes & Tobacco Products Companies,0
SHANTI,Edible Oil Companies,1
SHANTIGEAR,Industrial Products Companies,1
SHANTIGOLD,"Gems, Jewellery And Watches Companies",1
SHARDACROP,Pesticides & Agrochemicals Companies,1
SHARDAMOTR,Auto Components & Equipments Companies,1
SHAREINDIA,Stockbroking & Allied Companies,1
SHEETAL,Other Agricultural Products Companies,0
SHEKHAWATI,Textiles Companies,0
SHEMAROO,Media & Entertainment Companies,0
SHERA,"Aluminium, Copper & Zinc Products Companies",0
SHILCTECH,Other Electrical Equipment Companies,1
SHILPAMED,Pharmaceuticals Companies,1
SHIVALIK,Pesticides & Agrochemicals Companies,0
SHIVAMAUTO,Auto Components & Equipments Companies,0
SHIVAMILLS,Textiles Companies,0
SHIVASHRIT,Other Food Products Companies,0
SHIVATEX,Textiles Companies,1
SHIVAUM,Trading & Distributors Companies,1
SHK,Personal Care Companies,1
SHKSIL,Sponge Iron Companies,0
SHOPERSTOP,Diversified Retail Companies,1
SHRADHA,Real Estate Companies,1
SHREDIGCEM,Cement & Cement Products Companies,1
SHREECEM,Cement & Cement Products Companies,1
SHREEJISPG,Shipping Companies,1
SHREEOSFM,Road Transport Companies,0
SHREEPUSHK,Dyes And Pigments Companies,1
SHREERAMA,Packaging Companies,1
SHREMINVIT,Civil Construction Companies,0
SHRENIK,Paper Companies,0
SHREYANIND,Paper & Paper Products Companies,1
SHRIAHIMSA,Other Food Products Companies,0
SHRINGARMS,"Gems, Jewellery And Watches Companies",1
SHRIPISTON,Auto Components & Equipments Companies,1
SHRIRAMFIN,Non Banking Financial Company (NBFC) Companies,1
SHRIRAMPPS,Real Estate Companies,1
SHUBHSHREE,Other Industrial Products Companies,0
SHUKRAPHAR,Pharmaceuticals Companies,0
SHYAMCENT,Ferro & Silica Manganese Companies,0
SHYAMDHANI,Other Food Products Companies,0
SHYAMMETL,Iron & Steel Products Companies,1
SHYAMTEL,Telecomm Equipment Companies,0
SICALLOG,Logistics Solution Provider Companies,1
SIDDHIKA,Paints Companies,0
SIEMENS,Heavy Electrical Equipment Companies,1
SIGACHI,Biotechnology Companies,0
SIGIND,Speciality Chemical Companies,1
SIGMA,IT Consulting & Software Companies,1
SIGMAADV,Other Telecom Services Companies,0
SIGNATURE,"Residential, Commercial Projects Companies",1
SIGNPOST,Advertising & Media Agencies Companies,1
SIKA,Aerospace & Defense Companies,1
SIKKO,Pesticides & Agrochemicals Companies,1
SIL,Real Estate related services Companies,1
SILGO,"Diamond, Gems and Jewellery Companies",1
SILINV,Other Financial Services Companies,1
SILLYMONKS,Media & Entertainment Companies,1
SILVERTUC,IT Consulting & Software Companies,1
SIMBHALS,Sugar Companies,0
SIMPLEXINF,Civil Construction Companies,1
SINCLAIR,Hotels & Resorts Companies,1
SINDHUTRAD,Logistics Solution Provider Companies,1
SINGERIND,Consumer Electronics Companies,1
SINTERCOM,Auto Components & Equipments Companies,1
SIRCA,Paints Companies,1
SIS,Other Consumer Services Companies,1
SITINET,TV Broadcasting & Software Production Companies,0
SIYSIL,Other Textile Products Companies,1
SJLOGISTIC,Logistics Solution Provider Companies,0
SJS,Auto Components & Equipments Companies,1
SJVN,Power Generation Companies,1
SKFINDIA,Abrasives & Bearings Companies,1
SKFINDUS,Abrasives & Bearings Companies,1
SKIL,Civil Construction Companies,0
SKIPPER,Heavy Electrical Equipment Companies,1
SKMEGGPROD,Meat Products including Poultry Companies,1
SKP,Abrasives & Bearings Companies,0
SKYGOLD,"Gems, Jewellery And Watches Companies",1
SLONE,Computers Hardware & Equipments Companies,0
SMARTLINK,Computers Hardware & Equipments Companies,0
SMARTWORKS,Diversified Commercial Services Companies,1
SMCGLOBAL,Stockbroking & Allied Companies,1
SMLMAH,Commercial Vehicles Companies,1
SMLT,Heavy Electrical Equipment Companies,1
SMSPHARMA,Pharmaceuticals Companies,1
SNOWMAN,Logistics Solution Provider Companies,1
SOBHA,"Residential, Commercial Projects Companies",1
SOCL,Lubricants Companies,0
SOFTTECH,IT Software Products Companies,0
SOLARA,Pharmaceuticals Companies,1
SOLARINDS,Explosives Companies,1
SOLARWORLD,Power Generation & Distribution Companies,1
SOLEX,Heavy Electrical Equipment Companies,1
SOMANYCERA,Ceramics Companies,1
SOMATEX,Textiles Companies,1
SOMICONVEY,Auto Tyres & Rubber Products Companies,1
SONACOMS,Auto Components & Equipments Companies,1
SONAMLTD,Consumer Electronics Companies,1
SONATSOFTW,Computers - Software & Consulting Companies,1
SOTL,Lubricants Companies,1
SOUTHBANK,Private Sector Bank Companies,1
SOUTHWEST,Crude Oil & Natural Gas Companies,1
SPAL,Garments & Apparels Companies,1
SPANDANA,Microfinance Institutions Companies,1
SPARC,Biotechnology Companies,1
SPCENET,Trading & Distributors Companies,1
SPECIALITY,Restaurants Companies,1
SPECTRUM,Heavy Electrical Equipment Companies,1
SPENCERS,Diversified Retail Companies,1
SPIC,Fertilizers Companies,1
SPICEJET,Airline Companies,0
SPICELOUNG,Restaurants Companies,0
SPLIL,Trading - Textile Products Companies,1
SPLPETRO,Petrochemicals Companies,1
SPMLINFRA,Civil Construction Companies,1
SPORTKING,Other Textile Products Companies,1
SPRL,Electrodes & Refractories Companies,0
SRD,Trading - Chemicals Companies,1
SREEL,Footwear Companies,1
SRF,Commodity Chemicals Companies,1
SRGHFL,Housing Finance Company Companies,1
SRHHYPOLTD,Commodity Chemicals Companies,1
SRM,Civil Construction Companies,1
SRPL,Food Processing Companies,0
SRTL,Textiles Companies,1
SSDL,Garments & Apparels Companies,1
SSEGL,Civil Construction Companies,0
SSFL,Other Food Products Companies,0
SSWL,Auto Components & Equipments Companies,1
STALLION,Industrial Gases Companies,1
STANLEY,"Furniture, Home Furnishing Companies",1
STAR,Pharmaceuticals Companies,1
STARCEMENT,Cement & Cement Products Companies,1
STARHEALTH,General Insurance Companies,1
STARPAPER,Paper & Paper Products Companies,1
STARTECK,Non Banking Financial Company (NBFC) Companies,1
STCINDIA,Trading & Distributors Companies,1
STEELCAS,Castings & Forgings Companies,1
STEELCITY,Stock Broking Companies,1
STEELXIND,Iron & Steel Companies,1
STEL,Investment Company Companies,1
STERTOOLS,Industrial Machinery Companies,0
STLNETWORK,Other Telecom Services Companies,0
STLTECH,Telecom -  Equipment & Accessories Companies,0
STOVEKRAFT,Household Appliances Companies,1
STUDDS,Auto Components & Equipments Companies,1
STUDIOLSD,Media & Entertainment Companies,0
STYL,Financial Technology (Fintech) Companies,1
STYLAMIND,Plywood Boards/ Laminates Companies,1
STYLEBAAZA,Speciality Retail Companies,0
STYRENIX,Specialty Chemicals Companies,1
SUBEXLTD,Software Products Companies,0
SUBROS,Other Industrial Products Companies,1
SUDARCOLOR,Dyes And Pigments Companies,1
SUDARSCHEM,Dyes And Pigments Companies,1
SUDEEPPHRM,Pharmaceuticals Companies,1
SUKHJITS,Other Agricultural Products Companies,1
SULA,Breweries & Distilleries Companies,1
SUMEETINDS,Other Textile Products Companies,1
SUMICHEM,Pesticides & Agrochemicals Companies,1
SUMIT,Real Estate Companies,0
SUMMITSEC,Investment Company Companies,1
SUNCLAY,Industrial Machinery Companies,1
SUNDARAM,Stationary Companies,1
SUNDARMFIN,Non Banking Financial Company (NBFC) Companies,1
SUNDRMBRAK,Auto Components & Equipments Companies,0
SUNDRMFAST,Auto Components & Equipments Companies,1
SUNDROP,Edible Oil Companies,1
SUNFLAG,Iron & Steel Products Companies,1
SUNLITE,"Aluminium, Copper & Zinc Products Companies",0
SUNPHARMA,Pharmaceuticals Companies,1
SUNTECK,"Residential, Commercial Projects Companies",1
SUNTV,TV Broadcasting & Software Production Companies,1
SUPERHOUSE,Leather And Leather Products Companies,1
SUPERSPIN,Textiles Companies,0
SUPRAJIT,Auto Components & Equipments Companies,1
SUPREME,Civil Construction Companies,1
SUPREMEENG,Industrial Machinery Companies,0
SUPREMEIND,Plastic Products - Industrial Companies,1
SUPREMEINF,Civil Construction Companies,1
SUPRIYA,Pharmaceuticals Companies,1
SURAJEST,Real Estate Companies,1
SURAJLTD,Iron & Steel Companies,1
SURAKSHA,Healthcare Service Provider Companies,1
SURANASOL,Heavy Electrical Equipment Companies,1
SURANAT&P,Power Generation Companies,1
SURYALAXMI,Textiles Companies,1
SURYAROSNI,Iron & Steel Products Companies,1
SURYODAY,Other Bank Companies,1
SUTLEJTEX,Textiles Companies,0
SUULD,Textiles Companies,0
SUVEN,"Healthcare Research, Analytics & Technology Companies",1
SUVIDHAA,Financial Technology (Fintech) Companies,1
SUYOG,Telecom - Infrastructure Companies,1
SUZLON,Heavy Electrical Equipment Companies,1
SVLL,Logistics Solution Provider Companies,0
SVPGLOB,Textiles Companies,0
SWANCORP,Petrochemicals Companies,1
SWANDEF,Ship Building & Allied Services Companies,0
SWARAJENG,"Compressors, Pumps & Diesel Engines Companies",1
SWELECTES,Heavy Electrical Equipment Companies,1
SWIGGY,E-Retail/ E-Commerce Companies,1
SWSOLAR,Civil Construction Companies,1
SYLVANPLY,Plywood Boards/ Laminates Companies,0
SYMPHONY,Household Appliances Companies,1
SYNCOMF,Pharmaceuticals Companies,1
SYNGENE,"Healthcare Research, Analytics & Technology Companies",1
SYRMA,Industrial Products Companies,1
SYSTMTXC,Stockbroking & Allied Companies,0
TAC,Computers - Software & Consulting Companies,0
TAINWALCHM,Plastic Products - Industrial Companies,1
TAJGVK,Hotels & Resorts Companies,1
TAKE,"Healthcare Research, Analytics & Technology Companies",1
TALBROAUTO,Auto Components & Equipments Companies,1
TANFACIND,Specialty Chemicals Companies,0
TANKUP,Other Industrial Products Companies,0
TANLA,Software Products Companies,1
TARACHAND,Logistics Companies,1
TARAPUR,Heavy Electrical Equipment Companies,1
TARC,"Residential, Commercial Projects Companies",1
TARIL,Heavy Electrical Equipment Companies,1
TARMAT,Civil Construction Companies,1
TARSONS,Medical Equipment & Supplies Companies,1
TASTYBITE,Packaged Foods Companies,1
TATACAP,Non Banking Financial Company (NBFC) Companies,1
TATACHEM,Commodity Chemicals Companies,1
TATACOMM,Telecom - Cellular & Fixed line services Companies,1
TATACONSUM,Tea & Coffee Companies,1
TATAELXSI,Computers - Software & Consulting Companies,1
TATAINVEST,Investment Company Companies,1
TATAPOWER,Integrated Power Utilities Companies,1
TATASTEEL,Iron & Steel Companies,1
TATATECH,IT Enabled Services Companies,1
TATVA,Commodity Chemical Companies,1
TBOTEK,"Tour, Travel Related Services Companies",1
TBZ,"Gems, Jewellery And Watches Companies",1
TCC,Trading & Distributors Companies,1
TCI,Logistics Solution Provider Companies,1
TCIEXP,Logistics Solution Provider Companies,1
TCIFINANCE,Non Banking Financial Company (NBFC) Companies,0
TCPLPACK,Packaging Companies,1
TCS,Computers - Software & Consulting Companies,1
TDPOWERSYS,Heavy Electrical Equipment Companies,1
TEAMGTY,Non Banking Financial Company (NBFC) Companies,1
TEAMLEASE,Diversified Commercial Services Companies,1
TECHIN,Real Estate Companies,0
TECHM,Computers - Software & Consulting Companies,1
TECHNOE,Civil Construction Companies,1
TECHNVISN,Computers - Software & Consulting Companies,1
TECILCHEM,Commodity Chemical Companies,1
TEGA,Industrial Products Companies,1
TEJASCARGO,Logistics Solution Provider Companies,0
TEJASNET,Telecom -  Equipment & Accessories Companies,1
TEMBO,Iron & Steel Companies,1
TENNIND,Auto Components & Equipments Companies,1
TERASOFT,IT Consulting & Software Companies,1
TEXINFRA,Diversified Commercial Services Companies,1
TEXMOPIPES,Other Construction Materials Companies,1
TEXRAIL,Industrial Products Companies,1
TFCILTD,Financial Institution Companies,1
TFL,Non Banking Financial Company (NBFC) Companies,1
TGBHOTELS,Hotels & Resorts Companies,1
TGVSL,Commodity Chemicals Companies,0
THANGAMAYL,"Gems, Jewellery And Watches Companies",1
THEINVEST,Other Financial Services Companies,1
THEJO,Civil Construction Companies,1
THELEELA,Hotels & Resorts Companies,1
THEMISMED,Pharmaceuticals Companies,1
THERMAX,Heavy Electrical Equipment Companies,1
THESL,Other Consumer Services Companies,0
THOMASCOOK,"Tour, Travel Related Services Companies",1
THOMASCOTT,Garments & Apparels Companies,1
THYROCARE,Healthcare Service Provider Companies,1
TI,Breweries & Distilleries Companies,1
TICL,Civil Construction Companies,0
TIGERLOGS,Logistics Companies,0
TIIL,Iron & Steel Products Companies,1
TIINDIA,Auto Components & Equipments Companies,1
TIJARIA,Other Construction Materials Companies,1
TIL,Construction Vehicles Companies,1
TIMETECHNO,Plastic Products - Industrial Companies,1
TIMEX,"Gems, Jewellery And Watches Companies",1
TIMKEN,Abrasives & Bearings Companies,1
TINNARUBR,Rubber Companies,1
TIPSFILMS,"Film Production, Distribution & Exhibition Companies",1
TIPSMUSIC,Media & Entertainment Companies,1
TIRUMALCHM,Commodity Chemicals Companies,1
TIRUPATI,Plastic Products - Industrial Companies,0
TIRUPATIFL,Castings & Forgings Companies,0
TITAGARH,Railway Wagons Companies,1
TITAN,"Gems, Jewellery And Watches Companies",1
TITANBIO,Pesticides & Agrochemicals Companies,0
TMB,Private Sector Bank Companies,1
TMCV,Commercial Vehicles Companies,1
TMPV,Passenger Cars & Utility Vehicles Companies,1
TNPETRO,Petrochemicals Companies,1
TNPL,Paper & Paper Products Companies,1
TNTELE,Telecom -  Equipment & Accessories Companies,1
TOKYOPLAST,Plastic Products - Consumer Companies,0
TOLINS,Tyres & Rubber Products Companies,1
TORNTPHARM,Pharmaceuticals Companies,1
TORNTPOWER,Integrated Power Utilities Companies,1
TOTAL,Logistics Companies,1
TOUCHWOOD,Other Consumer Services Companies,1
TPHQ,Other Financial Services Companies,1
TPLPLASTEH,Packaging Companies,1
TRACXN,Data Processing Services Companies,1
TRANSRAILL,Heavy Electrical Equipment Companies,1
TRANSTEEL,"Furniture, Home Furnishing Companies",0
TRANSWORLD,Shipping Companies,0
TRAVELFOOD,Restaurants Companies,1
TREEHOUSE,Education Companies,1
TREJHARA,IT Consulting & Software Companies,1
TREL,Logistics Solution Provider Companies,1
TRENT,Speciality Retail Companies,1
TRF,Industrial Machinery Companies,1
TRIDENT,Other Textile Products Companies,1
TRIGYN,IT Consulting & Software Companies,1
TRITURBINE,Heavy Electrical Equipment Companies,1
TRIVENI,Sugar Companies,0
TRU,Housing Finance Companies,1
TRUALT,Other Agricultural Products Companies,1
TSC,"Tour, Travel Related Services Companies",0
TSFINV,Investment Company Companies,1
TTKHLTCARE,Diversified Companies,1
TTKPRESTIG,Household Appliances Companies,1
TTL,Textiles Companies,1
TTML,Telecom - Cellular & Fixed line services Companies,1
TUNWAL,2/3 Wheelers Companies,0
TVSELECT,Computers Hardware & Equipments Companies,1
TVSHLTD,Investment Company Companies,1
TVSINVIT,Diversified Commercial Services Companies,0
TVSMOTOR,2/3 Wheelers Companies,1
TVSSCS,Logistics Solution Provider Companies,1
TVSSRICHAK,Tyres & Rubber Products Companies,1
TVTODAY,TV Broadcasting & Software Production Companies,1
TVVISION,TV Broadcasting & Software Production Companies,1
UBL,Breweries & Distilleries Companies,1
UCAL,Auto Components & Equipments Companies,1
UCL,Dyes And Pigments Companies,0
UCOBANK,Public Sector Bank Companies,1
UDS,Diversified Commercial Services Companies,1
UEL,Power Generation Companies,1
UFBL,Restaurants Companies,1
UFLEX,Packaging Companies,1
UFO,"Film Production, Distribution & Exhibition Companies",1
UGARSUGAR,Sugar Companies,1
UGROCAP,Stock Broking Companies,1
UJJIVANSFB,Other Bank Companies,1
ULTRACEMCO,Cement & Cement Products Companies,1
ULTRAMAR,Dyes And Pigments Companies,1
UMAEXPORTS,Edible Oil Companies,0
UMESLTD,E-Learning Companies,1
UMIYA-MRO,Telecom -  Equipment & Accessories Companies,1
UNICHEMLAB,Pharmaceuticals Companies,1
UNIDT,Industrial Machinery Companies,0
UNIECOM,Software Products Companies,1
UNIENTER,Trading - Chemicals Companies,1
UNIHEALTH,Hospital Companies,0
UNIINFO,Other Telecom Services Companies,0
UNILEX,Dyes And Pigments Companies,0
UNIMECH,Aerospace & Defense Companies,1
UNIONBANK,Public Sector Bank Companies,1
UNIPARTS,Industrial Machinery Companies,1
UNITDSPR,Breweries & Distilleries Companies,1
UNITECH,Real Estate Companies,1
UNITEDPOLY,Textiles Companies,0
UNITEDTEA,Tea & Coffee Companies,1
UNIVAFOODS,Hotels & Resorts Companies,0
UNIVASTU,Civil Construction Companies,0
UNIVCABLES,Cables - Electricals Companies,1
UNIVPHOTO,Consumer Electronics Companies,0
UNOMINDA,Auto Components & Equipments Companies,1
UPL,Pesticides & Agrochemicals Companies,1
URAVIDEF,Auto Components & Equipments Companies,0
URBAN,Waste Management Companies,0
URBANCO,E-Retail/ E-Commerce Companies,1
URJA,Renewable Energy Companies,1
USHAMART,Iron & Steel Products Companies,1
USK,Civil Construction Companies,1
UTIAMC,Asset Management Company Companies,1
UTKARSHBNK,Other Bank Companies,1
UTLSOLAR,Other Electrical Equipment Companies,1
UTTAMSUGAR,Sugar Companies,1
UYFINCORP,Non Banking Financial Company (NBFC) Companies,1
V2RETAIL,Speciality Retail Companies,1
VADILALIND,Dairy Products Companies,1
VAIBHAVGBL,"Gems, Jewellery And Watches Companies",1
VAISHALI,Pharmaceuticals Companies,0
VAKRANGEE,IT Consulting & Software Companies,1
VALIANT,Telecom - Infrastructure Companies,0
VALIANTLAB,Pharmaceuticals Companies,0
VALIANTORG,Speciality Chemical Companies,0
VARDHACRLC,Textiles Companies,0
VARDMNPOLY,Textiles Companies,1
VARROC,Auto Components & Equipments Companies,1
VASCONEQ,Civil Construction Companies,0
VASWANI,Sponge Iron Companies,1
VBL,Other Beverages Companies,1
VCL,Textiles Companies,1
VEDL,Diversified Metals Companies,1
VEEDOL,Lubricants Companies,1
VELS,"Film Production, Distribution & Exhibition Companies",0
VENKEYS,Meat Products including Poultry Companies,1
VENTIVE,Hotels & Resorts Companies,1
VENUSPIPES,Iron & Steel Products Companies,1
VENUSREM,Pharmaceuticals Companies,0
VERANDA,E-Learning Companies,1
VERITAAS,Advertising & Media Agencies Companies,0
VERTIS,"Road AssetsToll, Annuity, Hybrid-Annuity Companies",0
VERTOZ,Advertising & Media Agencies Companies,0
VESUVIUS,Electrodes & Refractories Companies,1
VETO,Consumer Electronics Companies,0
VGINFOTECH,Software Products Companies,0
VGL,Textiles Companies,1
VGUARD,Household Appliances Companies,1
VHL,Investment Company Companies,1
VHLTD,Hotels & Resorts Companies,0
VIAZ,Tyres & Rubber Products Companies,0
VICTORYEV,2/3 Wheelers Companies,0
VIDHIING,Food Processing Companies,1
VIDYAWIRES,"Aluminium, Copper & Zinc Products Companies",1
VIESL,Diversified Commercial Services Companies,0
VIJAYA,Healthcare Service Provider Companies,1
VIJIFIN,Other Financial Services Companies,0
VIKASECO,Speciality Chemical Companies,1
VIKASLIFE,Speciality Chemical Companies,1
VIKRAMSOLR,Other Electrical Equipment Companies,1
VIKRAN,Industrial Machinery Companies,1
VILAS,Other Industrial Products Companies,0
VIMTALABS,"Healthcare Research, Analytics & Technology Companies",1
VINATIORGA,Specialty Chemicals Companies,1
